gene_id,product,lists,subcategory,biotype,contrast,method,log2FC,padj,significant,GO_IDs
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,-0.136,0.525123975190547,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-5.786,0.0001566993750971,True,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,1.015,0.067700121754882,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,DESeq2,-0.09,0.42473482267854,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,DESeq2,-4.477,0.0021204863262137,True,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04588,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,DESeq2,-6.08,3.76008856041373e-05,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-TPM,-1.432,0.0001522656310906,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-FPKM,,,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,-0.208,0.401043356333292,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,-0.28,0.408216615802631,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,,,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-6.342,1.80781000139723e-05,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,-1.432,0.0001136793482497,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,,,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,4.787,0.0008461304400219,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,1.152,0.0016824324667594,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-FPKM,,,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,DESeq2,-0.004,0.964375255008878,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-TPM,0.0,1.0,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-FPKM,,,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,DESeq2,-5.092,0.0004376727627073,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-TPM,-1.152,0.0013056940053446,True,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04589,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-FPKM,,,False,C:GO:0016021; F:GO:0008168; P:GO:0017000; P:GO:0032259; P:GO:1901106
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,DESeq2,-3.461,7.37226930431519e-07,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-TPM,-1.475,0.0001544163993472,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-FPKM,-1.136,0.0001734823002866,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,-0.127,0.684600694737137,False,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,-0.017,0.972457440624483,False,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,-0.017,0.968802835095672,False,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-7.935,1.82560614677267e-08,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,-1.688,3.25976090954848e-05,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,-1.279,3.10526668744861e-05,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,3.148,8.34078641656373e-06,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,1.458,0.0003190016201392,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-FPKM,1.119,0.0003872263739421,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,DESeq2,-0.365,0.0338173199253458,False,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-TPM,-0.213,0.573310123327871,False,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-FPKM,-0.144,0.697480973554579,False,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,DESeq2,-7.57,9.96119149143565e-08,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-TPM,-1.672,6.88876722482457e-05,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04590,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-FPKM,-1.263,7.17520305285238e-05,True,C:GO:0016021; F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,DESeq2,-6.172,2.1714872358377e-05,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-TPM,-1.352,0.0007841556666022,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-FPKM,-1.01,0.0008986521437198,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,0.019,0.964144428477749,False,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,0.207,0.608996969427112,False,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,0.159,0.654326884709508,False,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-6.432,1.0201678519972e-05,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,-1.352,0.0005857384615347,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,-1.01,0.0006388113221447,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,6.192,2.37253355690953e-05,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,1.559,0.0004244994261893,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-FPKM,1.17,0.0003977654419426,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,DESeq2,-0.003,0.963739781390596,False,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-TPM,0.0,1.0,False,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-FPKM,0.0,1.0,False,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,DESeq2,-6.482,1.07887456144154e-05,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-TPM,-1.559,0.0003259096457207,True,F:GO:0016740; P:GO:0008299
FGSG_04591,geranylgeranyl pyrophosphate synthetase,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-FPKM,-1.17,0.0002828693017268,True,F:GO:0016740; P:GO:0008299
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,DESeq2,-4.675,0.0001414226623485,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-TPM,-1.493,0.000272622949335,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-FPKM,-1.105,0.0003415241078173,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,-0.022,0.946953005144884,False,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,0.063,0.8871365641696,False,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,0.074,0.847192507123019,False,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-4.123,0.0001880485173267,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,-1.493,0.0002031529140361,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,-1.105,0.0002383910987599,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,4.549,0.0002466926121378,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,1.557,0.0003487244248119,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-FPKM,1.179,0.0003304996211232,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,DESeq2,0.032,0.805157675691261,False,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-TPM,0.0,1.0,False,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-FPKM,0.0,1.0,False,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,DESeq2,-4.008,0.0003228650835361,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-TPM,-1.557,0.0002655625110075,True,C:GO:0016021
FGSG_04592,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-FPKM,-1.179,0.0002347575050204,True,C:GO:0016021
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,DESeq2,-4.768,4.1796998241357796e-11,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-TPM,-2.547,2.08495981640523e-07,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-FPKM,-2.062,4.11456096523612e-08,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,-0.449,0.138627788112389,False,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,-0.437,0.162597869671046,False,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,-0.386,0.202290446013935,False,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-4.944,5.64009571595913e-12,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,-2.7,7.78613478597232e-08,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,-2.167,1.2074100311171e-08,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,4.054,3.07272762593345e-08,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,2.111,3.37731892479026e-06,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-FPKM,1.676,1.96289433010747e-06,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,DESeq2,-0.022,0.930252501123086,False,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-TPM,-0.152,0.667364827455961,False,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Dark,limma-FPKM,-0.105,0.777038482045035,False,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,DESeq2,-4.223,5.624824005165481e-09,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-TPM,-2.263,1.14530761891139e-06,True,C:GO:0016021; F:GO:0004659
FGSG_04593,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Half,limma-FPKM,-1.781,5.59732062036001e-07,True,C:GO:0016021; F:GO:0004659
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,DESeq2,-0.723,0.157588454820875,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-TPM,-0.518,0.275398638897721,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Dark v Black,limma-FPKM,-0.402,0.236325831820789,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,DESeq2,0.14,0.627720457403287,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-TPM,0.708,0.179903253968187,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Black,limma-FPKM,0.531,0.170626332554736,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,DESeq2,-1.563,0.0189668971551475,True,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-TPM,-0.566,0.20675035521758,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Low v Black,limma-FPKM,-0.446,0.160915139066994,False,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,DESeq2,1.08,0.0416095485515991,True,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_04595,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Decalin-containing diterpenoid pyrones,protein_coding,Half v Dark,limma-TPM,1.226,0.0228578246007247,True,C:GO:0016020; F:GO:0004497; F:GO:0071949; P:GO:0055114
