gene_id,product,black,dark,low,black_dir,dark_dir,low_dir,n_treatments,region
FGSG_05968,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05979,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05991,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05995,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06000,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_06001,4-hydroxyphenylpyruvate dioxygenase,1,0,1,down,,down,2,BL
FGSG_06013,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06025,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06036,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06038,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_06042,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06043,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06048,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06055,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06056,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06060,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06061,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06062,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06068,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06079,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06081,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_06082,uncharacterized protein,0,1,0,,up,,1,D
FGSG_06084,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06086,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06087,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06090,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06098,argininosuccinate synthase,1,0,0,up,,,1,B
FGSG_06108,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06117,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06118,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06122,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06124,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06127,formate dehydrogenase,0,1,0,,down,,1,D
FGSG_06141,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06145,uncharacterized protein,1,0,1,up,,up,2,BL
FGSG_06149,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06154,heat shock protein SSC1,0,0,1,,,down,1,L
FGSG_06184,acyl-CoA desaturase,0,0,1,,,down,1,L
FGSG_06190,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06195,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06208,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06213,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06215,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06223,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06229,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_06234,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_06238,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_06257,glyceraldehyde-3-phosphate dehydrogenase,0,1,1,,down,down,2,DL
FGSG_06261,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06278,glucoamylase precursor,0,1,1,,up,up,2,DL
FGSG_06295,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06297,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06302,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06307,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06327,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06329,uncharacterized protein,0,1,0,,up,,1,D
FGSG_06336,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_06341,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06356,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06380,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06381,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06382,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06398,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06399,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06400,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06401,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06414,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06436,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06438,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06439,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06440,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06441,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06444,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06446,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06462,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06465,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06468,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_06479,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06480,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06482,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_06486,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06493,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06496,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06497,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_06503,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06506,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06508,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_06511,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06512,uncharacterized protein,0,1,0,,up,,1,D
FGSG_06513,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06514,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06538,uncharacterized protein,0,1,0,,up,,1,D
FGSG_06539,uncharacterized protein,0,1,0,,up,,1,D
FGSG_06541,uncharacterized protein,1,1,0,up,down,,2,BD
FGSG_06544,cystathionine beta-synthase,0,0,1,,,down,1,L
FGSG_06548,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06549,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06550,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06552,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06553,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_06554,catalase,1,0,1,up,,down,2,BL
FGSG_06557,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06560,methionine aminopeptidase 2B,0,0,1,,,down,1,L
FGSG_06561,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_06563,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06564,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06566,succinate/fumarate transporter,0,1,1,,down,down,2,DL
FGSG_06579,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06581,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06592,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06595,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06596,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06597,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06600,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06605,beta-glucosidase 1 precursor,1,1,1,down,up,up,3,BDL
FGSG_06609,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06613,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_06618,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06619,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06629,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_06632,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06633,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06638,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06658,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06679,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06700,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06719,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06733,catalase,0,0,1,,,down,1,L
FGSG_06740,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06741,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06748,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06751,4-aminobutyrate aminotransferase,0,0,1,,,down,1,L
FGSG_06752,succinate-semialdehyde dehydrogenase,0,0,1,,,down,1,L
FGSG_06754,chromosome segregation protein sudA,0,0,1,,,up,1,L
FGSG_06765,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_06766,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06775,uncharacterized protein,1,0,0,up,,,1,B
FGSG_06783,uncharacterized protein,0,1,0,,up,,1,D
FGSG_06813,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06829,uncharacterized protein,0,0,1,,,up,1,L
FGSG_06830,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_06868,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06875,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06888,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_06896,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06928,uncharacterized protein,0,1,0,,down,,1,D
FGSG_06987,uncharacterized protein,0,0,1,,,down,1,L
FGSG_06989,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_06993,uncharacterized protein,1,0,0,down,,,1,B
FGSG_06995,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_07017,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07026,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07039,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07045,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07052,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07056,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07075,pyruvate carboxylase,0,0,1,,,down,1,L
FGSG_07078,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07082,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07085,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07116,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07129,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07130,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07152,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_07173,alpha-methylacyl-CoA racemase,0,0,1,,,down,1,L
FGSG_07174,NADP-specific glutamate dehydrogenase,0,1,1,,down,down,2,DL
FGSG_07192,cutinase transcription factor 1 beta,0,0,1,,,down,1,L
FGSG_07205,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_07207,uncharacterized protein,0,1,0,,down,,1,D
FGSG_07208,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_07216,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07220,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07221,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_07239,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07258,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07263,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07275,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07277,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07296,ATP-dependent RNA helicase DBP8,0,1,1,,up,up,2,DL
FGSG_07302,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07312,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07321,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07348,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07350,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07366,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07368,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07384,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07386,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_07389,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07411,uncharacterized protein,0,1,0,,down,,1,D
FGSG_07420,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07424,uncharacterized protein,0,1,0,,down,,1,D
FGSG_07483,uncharacterized protein,0,1,0,,down,,1,D
FGSG_07489,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07495,uric acid-xanthine permease,0,1,1,,down,down,2,DL
FGSG_07500,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07509,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07517,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07522,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07528,pyruvate kinase,0,0,1,,,down,1,L
FGSG_07530,alcohol oxidase,1,1,1,down,up,up,3,BDL
FGSG_07536,peroxiredoxin PRX1,0,1,0,,down,,1,D
FGSG_07537,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_07554,opsin-1,0,0,1,,,down,1,L
FGSG_07555,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07556,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_07558,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07567,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07569,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07570,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07577,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07578,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07581,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07582,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07587,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_07588,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07590,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07592,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07596,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07600,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07608,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_07613,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07614,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07615,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07619,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07620,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07625,alpha-L-arabinofuranosidase precursor,0,1,1,,down,down,2,DL
FGSG_07628,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07630,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07631,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_07642,uncharacterized protein,0,1,0,,down,,1,D
FGSG_07646,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07647,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07648,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07660,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07663,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_07664,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_07666,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07670,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07672,uncharacterized protein,1,0,1,up,,up,2,BL
FGSG_07673,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07674,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07683,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_07685,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07687,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_07691,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07696,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07705,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07707,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07708,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07709,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07710,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07720,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07721,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07722,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07741,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_07742,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_07743,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_07744,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07753,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07757,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07758,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_07765,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07766,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07773,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07774,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07775,endothiapepsin precursor,1,1,1,down,down,down,3,BDL
FGSG_07783,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07792,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07795,uncharacterized protein,1,0,0,up,,,1,B
FGSG_07802,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07815,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_07816,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07824,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07830,uncharacterized protein,0,0,1,,,down,1,L
FGSG_07834,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07841,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07844,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07852,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07861,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_07862,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07863,uncharacterized protein,0,1,0,,down,,1,D
FGSG_07871,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07880,uncharacterized protein,0,0,1,,,up,1,L
FGSG_07881,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07911,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07913,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07917,uncharacterized protein,1,0,0,down,,,1,B
FGSG_07921,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_07925,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07934,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07973,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_07982,uncharacterized protein,0,1,0,,up,,1,D
FGSG_07985,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_07988,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08007,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08012,proteinase T precursor,0,1,0,,down,,1,D
FGSG_08014,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_08015,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_08020,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08024,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08049,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_08053,arylsulfatase,0,1,1,,up,up,2,DL
FGSG_08054,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08062,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08064,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08068,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08071,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08077,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08078,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08079,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08080,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08082,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08083,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_08084,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08101,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_08102,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_08103,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_08114,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_08122,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08125,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08131,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08137,chaperone protein hchA,0,1,1,,up,up,2,DL
FGSG_08138,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08144,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08145,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08155,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08177,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08178,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08188,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08191,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08193,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_08196,aspergillopepsin-2 precursor,1,1,1,down,down,down,3,BDL
FGSG_08201,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08205,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08207,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_08208,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08210,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08213,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_08220,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08221,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08230,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08231,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08233,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08238,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08240,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08266,acetyl-CoA hydrolase,0,1,1,,down,down,2,DL
FGSG_08270,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08291,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_08293,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_08309,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08310,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08321,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08322,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08336,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08347,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08348,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08352,glycine dehydrogenase,0,0,1,,,down,1,L
FGSG_08354,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08356,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_08357,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_08358,"homogentisate 1,2-dioxygenase",1,0,1,down,,down,2,BL
FGSG_08359,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08364,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08365,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08375,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08379,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08389,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08391,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08402,nitrite reductase,0,1,1,,down,down,2,DL
FGSG_08403,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08404,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08416,uncharacterized protein,1,0,1,up,,up,2,BL
FGSG_08425,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_08440,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_08448,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08455,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08456,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08457,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08458,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08462,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08463,uncharacterized protein,0,1,0,,down,,1,D
FGSG_08465,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08467,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_08494,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08504,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08509,methylcrotonoyl-CoA carboxylase subunit beta,1,0,1,down,,down,2,BL
FGSG_08510,isovaleryl-CoA dehydrogenase,1,0,1,down,,down,2,BL
FGSG_08511,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08528,phosphoadenosine phosphosulfate reductase,0,1,0,,down,,1,D
FGSG_08530,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08534,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08535,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08546,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08562,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_08579,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_08596,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08601,phosphoenolpyruvate carboxykinase,0,1,1,,down,down,2,DL
FGSG_08608,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08610,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08618,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08622,2-oxoisovalerate dehydrogenase subunit beta,1,0,1,down,,down,2,BL
FGSG_08623,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08624,uncharacterized protein,1,0,0,down,,,1,B
FGSG_08630,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_08638,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08651,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08681,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08682,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08695,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_08697,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_08700,malate synthase,0,1,1,,down,down,2,DL
FGSG_08712,fumarate hydratase,0,0,1,,,down,1,L
FGSG_08727,uncharacterized protein,0,0,1,,,down,1,L
FGSG_08730,uncharacterized protein,1,0,0,up,,,1,B
FGSG_08743,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08749,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_08757,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08760,cytochrome c oxidase assembly protein COX15,0,0,1,,,down,1,L
FGSG_08765,uncharacterized protein,0,1,0,,down,,1,D
FGSG_08773,mannose-1-phosphate guanyltransferase,0,0,1,,,down,1,L
FGSG_08795,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08797,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08799,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_08806,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08817,uncharacterized protein,0,0,1,,,up,1,L
FGSG_08823,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_08829,uncharacterized protein,0,1,0,,down,,1,D
FGSG_08834,uncharacterized protein,0,1,0,,up,,1,D
FGSG_08848,uncharacterized protein,0,0,1,,,up,1,L
