gene_id,product,black,dark,low,black_dir,dark_dir,low_dir,n_treatments,region
FGSG_01934,uncharacterized protein,0,0,1,,,up,1,L
FGSG_01947,nitrate reductase,0,1,1,,down,down,2,DL
FGSG_01965,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_01977,uncharacterized protein,1,0,0,down,,,1,B
FGSG_01978,uncharacterized protein,0,1,0,,down,,1,D
FGSG_01981,uncharacterized protein,1,0,0,up,,,1,B
FGSG_01983,uncharacterized protein,0,0,1,,,up,1,L
FGSG_01986,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_01990,uncharacterized protein,0,0,1,,,up,1,L
FGSG_01993,uncharacterized protein,1,0,0,up,,,1,B
FGSG_01994,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02001,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_02018,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02019,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_02023,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_02033,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02034,alcohol dehydrogenase 1,1,1,1,up,down,down,3,BDL
FGSG_02035,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02036,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02038,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02046,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02050,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02051,superoxide dismutase,0,1,1,,down,down,2,DL
FGSG_02052,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02054,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02063,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_02064,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02065,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02074,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02084,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02094,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02104,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02106,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02108,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02113,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02114,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02116,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02120,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02121,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_02125,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_02131,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02137,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02143,plasma membrane iron permease,0,0,1,,,down,1,L
FGSG_02145,high-affinity methionine permease,0,0,1,,,down,1,L
FGSG_02151,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02164,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02165,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02185,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02202,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02203,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02206,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_02208,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02209,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02210,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_02211,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02213,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_02218,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02220,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02221,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_02224,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02225,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_02228,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02229,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02249,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_02264,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02266,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02267,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02269,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02271,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02272,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02273,aldehyde dehydrogenase,0,0,1,,,down,1,L
FGSG_02274,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02279,copper amine oxidase 1,0,1,0,,up,,1,D
FGSG_02281,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_02289,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02291,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02292,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02307,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02314,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02315,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_02316,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_02318,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02319,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02324,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02325,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02326,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02327,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02328,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02329,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02330,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02336,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02337,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_02339,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_02341,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02342,cutinase precursor,1,1,1,down,up,up,3,BDL
FGSG_02343,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02347,"homogentisate 1,2-dioxygenase",1,0,1,down,,up,2,BL
FGSG_02355,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02358,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02367,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02368,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02373,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02378,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02379,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02387,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02390,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02392,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_02404,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02408,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02411,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02418,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02419,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02423,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02425,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02432,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_02442,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02464,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02469,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02476,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_02489,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02492,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02502,C-5 sterol desaturase,0,1,1,,down,down,2,DL
FGSG_02516,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_02517,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02522,SUR2 protein,1,1,1,up,down,down,3,BDL
FGSG_02538,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02550,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02551,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02552,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02569,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02578,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02580,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02583,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02589,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02614,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_02615,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_02616,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02641,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02642,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_02651,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02657,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02668,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02672,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02675,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02679,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02680,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02681,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_02684,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02686,ribonuclease Trv,0,0,1,,,down,1,L
FGSG_02691,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02692,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02693,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02695,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02698,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02707,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02709,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02718,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02738,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02740,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02765,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02792,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02800,uncharacterized protein,1,0,0,up,,,1,B
FGSG_02805,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02806,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02809,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02814,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02815,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02817,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02820,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02822,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02823,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_02824,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_02825,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02828,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02830,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02840,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02843,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02846,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02848,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02851,fumarylacetoacetase,1,1,1,down,down,down,3,BDL
FGSG_02852,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_02858,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_02861,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02864,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02867,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02871,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02873,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02874,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02875,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_02876,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02882,uncharacterized protein,1,0,0,down,,,1,B
FGSG_02886,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02887,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02895,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02898,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02902,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02903,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02904,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02906,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02908,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_02920,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02924,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02925,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02932,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_02937,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02938,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_02939,uncharacterized protein,1,1,0,up,down,,2,BD
FGSG_02945,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02949,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_02950,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02955,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_02965,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02966,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02967,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02968,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02978,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_02981,uncharacterized protein,1,1,1,down,down,up,3,BDL
FGSG_02982,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02983,uncharacterized protein,0,0,1,,,up,1,L
FGSG_02984,uncharacterized protein,0,1,0,,down,,1,D
FGSG_02986,uncharacterized protein,0,0,1,,,down,1,L
FGSG_02992,uncharacterized protein,0,1,0,,up,,1,D
FGSG_02997,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03001,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03005,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03006,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03020,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03024,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03025,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03026,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03027,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03030,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03032,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03033,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03035,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03046,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03058,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03059,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03061,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03062,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03063,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03064,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_03065,phytoene dehydrogenase,1,1,1,up,up,down,3,BDL
FGSG_03066,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_03067,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_03071,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03072,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03073,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03074,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03075,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03079,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03080,uncharacterized protein,1,1,1,down,up,down,3,BDL
FGSG_03083,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03091,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03099,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03101,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03107,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03113,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_03116,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03118,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03120,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03124,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03128,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03133,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03140,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03143,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03147,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_03153,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03155,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03156,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03157,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03160,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03161,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_03162,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03163,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03168,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03176,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03180,peroxiredoxin 1,0,1,1,,down,down,2,DL
FGSG_03185,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03186,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_03189,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03199,phenol 2-monooxygenase,1,1,1,down,up,up,3,BDL
FGSG_03211,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_03212,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03213,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03217,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03218,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_03220,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03230,uncharacterized protein,0,1,1,,down,up,2,DL
FGSG_03233,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03234,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03244,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03245,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_03247,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03248,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03250,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03256,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03257,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03258,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_03261,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03262,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03264,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03265,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03267,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_03269,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03270,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03272,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03277,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03278,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03279,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03283,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03288,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03294,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03296,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03298,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_03299,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03304,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03305,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03306,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03307,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03312,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03319,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03322,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03326,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03330,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03332,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03333,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03335,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03336,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03340,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03341,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03343,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03346,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03347,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03356,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03360,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03361,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03365,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_03368,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03369,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_03370,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03372,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_03375,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03376,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03378,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03379,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03385,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03391,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03394,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_03402,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03408,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03409,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03420,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03422,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03426,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03427,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03430,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03432,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03440,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03442,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03443,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03450,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03457,cutinase precursor,1,1,1,up,up,up,3,BDL
FGSG_03462,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03467,extracellular elastinolytic metalloproteinase precursor,0,0,1,,,up,1,L
FGSG_03494,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03498,uncharacterized protein,1,0,1,up,,up,2,BL
FGSG_03500,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03504,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_03508,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03510,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03513,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03514,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03516,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03518,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03520,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03521,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03531,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03543,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03546,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03547,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03548,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03570,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03577,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03579,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03585,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03587,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03588,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03590,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03591,42 kDa endochitinase precursor,1,1,0,down,up,,2,BD
FGSG_03592,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03593,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03595,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03599,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03600,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03601,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_03603,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03619,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03620,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03622,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03626,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03627,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03630,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03631,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03633,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03638,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03639,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03643,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03644,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03645,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_03650,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03651,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03655,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03657,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03662,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03667,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03674,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03678,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03680,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03681,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03683,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03686,cytochrome P450 61,0,1,1,,up,up,2,DL
FGSG_03692,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03693,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03700,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03701,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03707,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03708,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03710,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03714,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03715,uncharacterized protein,0,1,1,,down,down,2,DL
